GameStopID,GameTitle,ValueInfo1,ImgLink,Listing Url
122056,Barbie and Her Sisters: Puppy Rescue,$8.00*,https://www.gamestop.com/common/images/lbox/112991b.jpg,https://www.gamestop.com/trade/quote/games/122056
122402,Mega Man Legends 2,$8.00*,https://www.gamestop.com/common/images/lbox/948075b.jpg,https://www.gamestop.com/trade/quote/games/122402
122417,Street Fighter V,$8.00*,https://www.gamestop.com/common/images/lbox/113480b.jpg,https://www.gamestop.com/trade/quote/games/122417
122436,Lunar: Silver Star Story Complete,$8.00*,https://www.gamestop.com/common/images/lbox/948028b.jpg,https://www.gamestop.com/trade/quote/games/122436
122439,Doom 64,$8.00*,https://www.gamestop.com/common/images/lbox/112098b.jpg,https://www.gamestop.com/trade/quote/games/122439
122444,Gauntlet Legends,$8.00*,https://www.gamestop.com/common/images/lbox/112101b.jpg,https://www.gamestop.com/trade/quote/games/122444
122460,Diablo,$8.00*,https://www.gamestop.com/common/images/lbox/948012b.jpg,https://www.gamestop.com/trade/quote/games/122460
122463,Dragon Warrior VII,$8.00*,https://www.gamestop.com/common/images/lbox/948069b.jpg,https://www.gamestop.com/trade/quote/games/122463
122472,Banjo-Tooie,$8.00*,https://www.gamestop.com/common/images/lbox/944003b.jpg,https://www.gamestop.com/trade/quote/games/122472
122480,Vandal Hearts II,$8.00*,https://www.gamestop.com/common/images/lbox/948058b.jpg,https://www.gamestop.com/trade/quote/games/122480
122486,Donkey Kong 64,$8.00*,https://www.gamestop.com/common/images/lbox/944011b.jpg,https://www.gamestop.com/trade/quote/games/122486
122491,Golden Eye 007,$8.00*,https://www.gamestop.com/common/images/lbox/944014b.jpg,https://www.gamestop.com/trade/quote/games/122491
122498,Killer Instinct Gold Edition,$8.00*,https://www.gamestop.com/common/images/lbox/944017b.jpg,https://www.gamestop.com/trade/quote/games/122498
122505,The Legend of Zelda: Ocarina of Time,$8.00*,https://www.gamestop.com/common/images/lbox/944020b.jpg,https://www.gamestop.com/trade/quote/games/122505
122506,Mario Golf,$8.00*,https://www.gamestop.com/common/images/lbox/944021b.jpg,https://www.gamestop.com/trade/quote/games/122506
122517,Mega Man 64,$8.00*,https://www.gamestop.com/common/images/lbox/944027b.jpg,https://www.gamestop.com/trade/quote/games/122517
122563,Shenmue,$8.00*,https://www.gamestop.com/common/images/lbox/947032b.jpg,https://www.gamestop.com/trade/quote/games/122563
122566,Grandia II,$8.00*,https://www.gamestop.com/common/images/lbox/947011b.jpg,https://www.gamestop.com/trade/quote/games/122566
122573,Capcom vs. SNK,$8.00*,https://www.gamestop.com/common/images/lbox/947003b.jpg,https://www.gamestop.com/trade/quote/games/122573
122588,Power Stone,$8.00*,https://www.gamestop.com/common/images/lbox/947020b.jpg,https://www.gamestop.com/trade/quote/games/122588
122593,Marvel vs. Capcom 2,$8.00*,https://www.gamestop.com/common/images/lbox/947018b.jpg,https://www.gamestop.com/trade/quote/games/122593
122630,Typing of the Dead,$8.00*,https://www.gamestop.com/common/images/lbox/947045b.jpg,https://www.gamestop.com/trade/quote/games/122630
122685,Mega Man X,$8.00*,https://www.gamestop.com/common/images/lbox/942011b.jpg,https://www.gamestop.com/trade/quote/games/122685
122724,Donkey Kong Country,$8.00*,https://www.gamestop.com/common/images/lbox/942023b.jpg,https://www.gamestop.com/trade/quote/games/122724
122726,Donkey Kong Country 2: Diddy's Kong Quest,$8.00*,https://www.gamestop.com/common/images/lbox/942024b.jpg,https://www.gamestop.com/trade/quote/games/122726
122728,Earthworm Jim,$8.00*,https://www.gamestop.com/common/images/lbox/942025b.jpg,https://www.gamestop.com/trade/quote/games/122728
122772,Castlevania,$8.00*,https://www.gamestop.com/common/images/lbox/940004b.jpg,https://www.gamestop.com/trade/quote/games/122772
122833,Grand Theft Auto: San Andreas,$8.00*,https://www.gamestop.com/common/images/lbox/113640b.jpg,https://www.gamestop.com/trade/quote/games/122833
122851,Mario Tennis Ultra Smash,$8.00*,https://www.gamestop.com/common/images/lbox/113660b.jpg,https://www.gamestop.com/trade/quote/games/122851
122866,Stella Glow,$8.00*,https://www.gamestop.com/common/images/lbox/113717b.jpg,https://www.gamestop.com/trade/quote/games/122866
122925,Wii Party U - does not include Wii Remote or Stand,$8.00*,https://www.gamestop.com/common/images/lbox/240173brp.jpg,https://www.gamestop.com/trade/quote/games/122925
122936,PlayStation System,$8.00*,https://www.gamestop.com/common/images/lbox/112074b.jpg,https://www.gamestop.com/trade/quote/games/122936
123182,Dragonball Z: Extreme Butoden,$8.00*,https://www.gamestop.com/common/images/lbox/114118b.jpg,https://www.gamestop.com/trade/quote/games/123182
123534,Snoopy's Grand Adventure,$8.00*,https://www.gamestop.com/common/images/lbox/115292b.jpg,https://www.gamestop.com/trade/quote/games/123534
123537,Snoopy's Grand Adventure,$8.00*,https://www.gamestop.com/common/images/lbox/115290b.jpg,https://www.gamestop.com/trade/quote/games/123537
124653,Air Conflicts: Pacific Carriers,$8.00*,https://www.gamestop.com/common/images/lbox/116780b.jpg,https://www.gamestop.com/trade/quote/games/124653
125097,Double Dragon,$8.00*,https://www.gamestop.com/common/images/lbox/114303b.jpg,https://www.gamestop.com/trade/quote/games/125097
125153,Joe & Mac,$8.00*,https://www.gamestop.com/common/images/lbox/114395b.jpg,https://www.gamestop.com/trade/quote/games/125153
